GEMS.Station.Number,Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N
BEL00106,2015-01-26,7.88,0.131,5.097,0.49,10.26,1.103
BEL00106,2015-02-23,7.75,0.091,4.596,0.65,10.06,0.722
BEL00106,2015-03-23,8.06,0.131,5.596,0.43,9.9,0.544
BEL00106,2015-04-27,7.69,0.259,3.298,0.57,7.1,1.204
BEL00106,2015-05-19,8.29,0.18,4.995,0.32,9.19,0.248
BEL00106,2015-06-30,8.43,0.21,4.397,0.42,10.56,0.07
BEL00106,2015-07-28,8.09,0.21,3.497,0.41,7.79,0.085
BEL00106,2015-08-25,7.7,0.22,3.199,0.68,5.25,0.404
BEL00106,2015-09-29,8.26,0.131,5.596,0.54,10.39,0.148
BEL00106,2015-10-27,8.08,0.162,5.296,0.28,9.14,0.443
BEL00106,2015-11-24,8.06,0.171,4.797,0.38,9.8,0.8
BEL00106,2015-12-07,7.98,0.18,4.995,0.3,8.51,0.683
BEL00106,2016-01-25,7.89,0.101,4.896,0.41,9.62,0.373
BEL00106,2016-02-23,7.82,0.061,3.698,0.75,9.56,0.412
BEL00106,2016-03-22,8.02,0.14,4.797,0.41,9.24,0.559
BEL00106,2016-04-26,7.86,0.171,3.896,0.67,8.4,1.103
BEL00106,2016-05-24,7.88,0.241,3.097,0.37,7.97,0.831
BEL00106,2016-07-26,7.6,0.171,2.598,0.93,4.89,0.528
BEL00106,2016-08-23,8.11,0.22,4.596,0.46,9.15,0.186
BEL00106,2016-09-27,8.31,0.119,5.296,0.31,10.33,0.14
BEL00106,2016-10-25,8.07,0.189,5.395,0.35,8.67,0.233
BEL00106,2016-11-29,8.05,0.119,5.395,0.31,10.3,0.722
BEL00106,2016-12-06,8.04,0.14,5.797,0.45,10.52,0.908
BEL00106,2017-01-30,7.89,0.11,4.196,1.1,8.82,2.399
BEL00106,2017-02-27,7.96,0.095,5.196,0.31,9.86,0.38
BEL00106,2017-03-27,8.05,0.119,4.995,0.32,9.49,0.38
BEL00106,2017-04-24,8.2,0.14,5.097,0.38,9.74,0.349
BEL00106,2017-05-29,8.49,0.259,4.995,0.46,11.81,0.14
BEL00106,2017-06-26,8.37,0.11,3.896,0.47,9.63,0.078
BEL00106,2017-07-24,8.09,0.22,3.497,0.53,7.84,0.404
BEL00106,2017-08-28,8.4,0.037,4.995,0.43,10.14,0.07
BEL00106,2017-09-25,8.44,0.088,5.296,0.36,11.12,0.179
BEL00106,2017-10-30,8.13,0.201,4.596,0.45,8.28,0.241
BEL00106,2017-11-27,8.13,0.091,4.298,0.34,9.23,0.489
BEL00108,2013-01-28,8.03,0.098,4.298,0.55,10.55,1.53
BEL00108,2013-02-25,8.19,0.095,4.097,0.57,10.1,2.205
BEL00108,2013-03-25,8.23,0.061,5.296,0.4,11.23,0.598
BEL00108,2013-04-29,8.25,0.091,3.298,0.3,13.09,0.373
BEL00108,2013-05-27,8.01,0.134,3.998,0.3,10.23,0.388
BEL00108,2013-06-26,8.31,0.436,3.797,0.39,13.09,0.303
BEL00108,2013-07-22,8.18,0.159,2.138,0.48,9.17,0.124
BEL00108,2013-09-23,8.07,0.174,3.998,0.46,8.86,0.311
BEL00108,2013-10-28,7.96,0.122,3.298,0.52,7.73,0.59
BEL00108,2013-11-25,8.14,0.107,3.698,0.45,10.68,0.722
BEL00108,2013-12-11,8.05,0.125,3.497,0.47,11.23,0.808
BEL00108,2014-01-27,7.77,0.091,3.397,0.55,9.97,1.165
BEL00108,2014-03-18,8.0,0.104,3.896,0.28,10.35,0.66
BEL00108,2014-04-28,8.19,0.363,3.698,0.46,12.72,0.963
BEL00108,2014-05-20,8.42,0.323,3.397,0.39,14.29,0.264
BEL00108,2014-06-17,8.17,0.64,4.896,0.85,9.86,0.101
BEL00108,2014-07-22,7.98,0.28,2.698,0.85,6.74,0.28
BEL00108,2014-08-19,7.78,0.244,3.598,0.82,6.2,0.691
BEL00108,2014-09-23,7.89,0.149,2.479,0.44,8.1,0.497
BEL00108,2014-10-14,7.82,0.18,2.898,0.59,7.43,0.582
BEL00108,2014-11-18,7.9,0.122,3.397,0.5,8.67,0.528
BEL00108,2014-12-01,7.71,0.171,2.698,0.68,8.59,1.374
BEL00108,2015-01-26,7.75,0.085,4.497,0.6,10.56,0.784
BEL00108,2015-02-23,7.61,0.11,3.598,1.1,8.9,1.204
BEL00108,2015-03-23,8.02,0.088,4.797,0.6,11.27,0.357
BEL00108,2015-04-27,7.67,0.149,2.397,0.59,7.67,0.823
BEL00108,2015-05-19,8.31,0.201,4.497,0.4,13.6,0.202
BEL00108,2015-06-30,8.34,0.101,2.199,0.63,11.08,0.07
BEL00108,2015-07-28,7.92,0.162,2.499,0.67,6.92,0.179
BEL00108,2015-08-25,7.49,0.171,2.598,1.1,4.73,0.481
BEL00108,2015-09-29,8.03,0.149,3.797,0.29,8.82,0.233
BEL00108,2015-11-24,8.0,0.18,4.097,0.49,10.21,1.398
BEL00108,2015-12-07,7.93,0.18,4.196,0.44,8.9,0.691
BEL00108,2016-01-26,7.95,0.232,5.296,0.46,9.39,0.07
BEL00108,2016-02-24,7.66,0.101,5.896,0.39,10.19,0.311
BEL00108,2016-03-22,7.91,0.149,4.196,0.39,9.41,0.551
BEL00108,2016-04-25,8.12,0.18,3.896,0.36,13.09,0.823
BEL00108,2016-05-24,7.86,0.21,2.298,0.39,8.84,0.769
BEL00108,2016-07-26,8.02,0.22,4.397,0.59,9.03,0.171
BEL00108,2016-08-23,7.89,0.21,3.199,0.28,7.01,0.148
BEL00108,2016-09-27,8.13,0.18,5.395,0.34,8.18,0.14
BEL00108,2016-10-25,8.01,0.28,5.497,0.43,7.84,0.512
BEL00108,2016-11-30,8.04,0.14,5.296,0.81,10.43,0.862
BEL00108,2016-12-06,8.05,0.189,5.296,0.56,10.78,0.971
BEL00108,2017-01-30,7.74,0.11,2.898,1.2,8.74,3.805
BEL00108,2017-02-27,7.95,0.076,4.097,0.38,9.94,0.349
BEL00108,2017-03-27,8.08,0.11,3.998,0.33,11.28,0.412
BEL00108,2017-04-24,8.25,0.119,4.097,0.33,13.45,0.334
BEL00108,2017-05-29,8.07,0.311,2.298,0.74,8.59,0.171
BEL00108,2017-06-26,8.34,0.079,2.298,0.77,9.58,0.093
BEL00108,2017-07-24,7.96,0.241,1.799,0.68,8.33,0.373
BEL00108,2017-08-28,8.19,0.073,3.896,0.46,9.83,0.116
BEL00108,2017-09-25,8.2,0.302,4.698,0.52,11.56,0.924
BEL00108,2017-10-30,8.1,0.131,2.499,0.57,9.29,0.567
BEL00108,2017-11-27,7.99,0.088,3.397,0.48,10.21,0.893
BEL00108,2017-12-05,7.96,0.149,4.097,0.47,10.37,0.784
BEL00108,2018-01-22,7.67,0.14939022,5.29571964,0.32,9.35,0.8386092
BEL00108,2018-02-26,7.98,0.04878048,5.09707372,0.44,12.48,0.8308443
BEL00108,2018-03-26,8.12,0.10975608,4.0970721,0.21,12.43,0.4425993
BEL00108,2018-04-23,8.19,0.21036582,2.99774752,0.36,13.66,0.3571854
BEL00108,2018-05-24,8.2,0.32926824,1.79909998,0.53,9.26,0.4115397
BEL00108,2018-06-26,8.33,0.08536584,3.09707048,0.26,11.43,0.0465894
BEL00108,2018-07-26,8.1,0.09756096,1.59819672,0.49,8.04,0.3416556
BEL00108,2018-08-27,7.88,0.24085362,2.39729508,0.31,8.05,0.4969536
BEL00108,2018-09-26,8.11,0.10060974,3.19865078,0.32,10.39,0.3028311
BEL00108,2018-10-24,8.06,0.14939022,4.99549342,0.65,9.53,0.5202483
BEL00108,2018-11-12,7.84,0.13109754,2.59819834,0.44,7.72,0.9628476
BEL00108,2018-12-05,7.94,0.08841462,3.3972967,0.42,9.74,0.4891887
BEL00108,2019-01-30,7.9,0.32926824,4.49662128,0.4,10.16,0.543543
BEL00108,2019-02-26,7.97,0.10060974,3.69752292,0.39,10.2,0.5978973
BEL00108,2019-03-25,7.93,0.10975608,4.19639506,0.21,9.61,0.4037748
BEL00108,2019-04-10,7.89,0.20121948,3.59819996,0.59,10.0,1.4986257
BEL00108,2019-05-23,8.17,0.24999996,3.29797374,0.38,10.37,0.1087086
BEL00108,2019-06-12,7.45,0.21951216,2.7991016,0.94,5.91,0.5124834
BEL00108,2019-07-30,7.62,0.20121948,1.69977702,0.58,5.44,0.5124834
BEL00108,2019-08-28,8.14,0.17073168,3.89616884,0.38,9.8,0.4503642
BEL00108,2019-09-12,8.04,0.30182922,4.99549342,0.29,8.47,0.5590728
BEL00108,2019-10-28,7.91,0.20121948,3.09707048,0.67,8.33,1.4986257
BEL00108,2019-11-25,8.0,0.18902436,5.19639668,0.44,9.52,0.4581291
BEL00108,2019-12-09,7.92,0.11890242,3.79684588,0.63,9.24,0.5124834
BEL00108,2020-01-29,7.84,0.16158534,3.79684588,0.58,9.71,0.6134271
BEL00108,2020-03-17,7.73,0.18902436,5.89617208,0.29,9.33,0.5668377
BEL00108,2020-04-14,8.16,0.11890242,4.49662128,0.23,13.49,0.1009437
BEL00108,2020-05-18,8.06,0.16158534,3.59819996,0.26,7.97,0.1009437
BEL00108,2020-06-16,8.04,0.23170728,1.2979705,0.52,8.63,0.1630629
BEL00108,2020-07-14,8.16,0.05792682,1.3995508,0.59,9.04,0.1009437
BEL00108,2020-08-12,7.38,0.35975604,1.49887376,0.56,1.99,2.2052316
BEL00108,2020-09-24,7.83,0.24999996,6.59594748,0.61,6.49,0.4503642
BEL00108,2020-10-07,8.02,0.16158534,4.29797536,0.38,9.09,0.388245
BEL00108,2020-11-18,7.91,0.18902436,4.39729832,0.4,8.33,0.3028311
BEL00108,2020-12-09,8.0,0.17987802,5.19639668,0.44,10.97,1.1026158
BEL00108,2021-01-25,7.55,0.05487804,4.69752454,0.246,9.82,0.2717715
BEL00108,2021-02-22,7.88,0.07317072,4.30700472,0.314,10.04,0.3183609
BEL00108,2021-03-22,7.95,0.09756096,4.40632768,0.265,11.95,0.1863576
BEL00108,2021-04-26,8.31,0.07317072,2.68849194,0.35,17.89,0.1009437
BEL00108,2021-05-25,7.51,0.2439024,3.52822242,0.474,5.5,1.4830959
BEL00108,2021-06-23,7.38,0.28658532,1.81941604,0.488,2.63,1.0637913
BEL00108,2021-07-28,7.62,0.31402434,3.10835718,0.525,5.72,0.4348344
BEL00108,2021-08-25,7.99,0.10365852,2.63883046,0.39,9.62,0.1009437
BEL00108,2021-09-22,8.3,0.00914634,1.89842294,0.33,12.97,0.0543543
BEL00108,2021-10-27,7.88,0.12499998,4.42664374,0.4,8.23,0.2018874
BEL00108,2021-11-24,7.9,0.10975608,4.25734324,0.475,8.84,0.4814238
BEL00108,2021-12-14,7.88,0.09451218,4.0180652,0.483,9.15,0.388245
BEL00109,2013-01-14,8.19,0.104,5.395,0.81,11.91,0.901
BEL00109,2013-02-04,8.01,0.113,6.494,0.3,10.86,0.598
BEL00109,2013-03-04,8.13,0.088,4.896,0.45,9.86,0.94
BEL00109,2013-04-08,8.33,0.067,3.998,0.31,13.64,0.613
BEL00109,2013-05-06,8.39,0.195,3.598,0.41,14.01,0.373
BEL00109,2013-06-03,8.15,0.244,4.298,0.36,9.72,0.357
BEL00109,2013-08-05,8.51,0.03,0.88,0.53,16.55,0.101
BEL00109,2013-09-30,8.26,0.119,4.797,0.87,8.74,0.248
BEL00109,2013-11-18,8.06,0.104,3.497,0.27,10.31,0.652
BEL00109,2013-12-09,8.12,0.085,2.898,0.4,10.4,0.971
BEL00109,2014-01-20,8.04,0.091,4.196,0.28,10.37,0.637
BEL00109,2014-02-24,8.23,0.061,4.196,0.28,12.47,0.194
BEL00109,2014-03-24,8.28,0.116,3.698,0.33,13.19,0.621
BEL00109,2014-04-07,8.29,0.152,3.298,0.38,10.86,0.116
BEL00109,2014-05-05,8.55,0.238,3.598,0.34,14.36,0.101
BEL00109,2014-06-02,8.9,0.024,2.099,0.4,17.46,0.101
BEL00109,2014-07-14,7.5,0.192,4.298,0.75,5.63,0.311
BEL00109,2014-08-11,7.62,0.186,2.698,0.76,5.97,0.443
BEL00109,2014-09-08,8.16,0.134,4.596,0.6,8.26,0.14
BEL00109,2014-10-06,8.05,0.265,4.097,1.0,9.07,1.103
BEL00109,2014-11-03,8.18,0.128,3.298,0.87,8.94,0.613
BEL00109,2014-12-08,8.13,0.058,3.797,0.44,11.1,1.072
BEL00109,2015-01-19,7.89,0.162,5.695,0.13,11.25,0.544
BEL00109,2015-02-16,8.1,0.101,4.698,0.3,10.44,0.652
BEL00109,2015-03-09,8.02,0.082,5.196,0.16,11.18,0.264
BEL00109,2015-04-01,7.91,0.07,4.896,0.29,10.62,0.334
BEL00109,2015-05-06,8.14,0.18,2.799,0.28,10.12,0.342
BEL00109,2015-06-10,8.74,0.055,2.099,0.33,13.68,0.07
BEL00109,2015-07-06,8.6,0.043,0.95,0.45,14.0,0.07
BEL00109,2015-08-11,8.29,0.119,2.397,0.48,10.77,0.109
BEL00109,2015-09-09,8.26,0.095,4.797,0.34,9.44,0.07
BEL00109,2015-10-12,8.31,0.073,3.298,0.45,10.73,0.163
BEL00109,2015-11-03,8.22,0.079,3.998,0.48,11.08,0.21
BEL00109,2015-12-09,8.06,0.162,3.896,0.21,10.26,0.512
BEL00109,2016-01-18,7.89,0.07,5.695,0.24,11.58,0.272
BEL00109,2016-02-22,7.75,0.091,5.296,0.36,9.86,0.241
BEL00109,2016-03-14,8.03,0.085,4.698,0.17,11.47,0.342
BEL00109,2016-04-11,8.41,0.046,2.998,0.16,13.63,0.07
BEL00109,2016-05-10,8.11,0.241,3.497,0.34,8.14,0.443
BEL00109,2016-07-13,7.83,0.241,3.199,0.54,5.57,0.66
BEL00109,2016-08-17,8.43,0.058,2.998,0.26,13.48,0.07
BEL00109,2016-09-13,8.51,0.131,3.199,0.34,13.04,0.07
BEL00109,2016-10-17,7.97,0.241,4.097,0.37,8.79,0.59
BEL00109,2016-11-23,8.04,0.101,2.898,0.33,9.29,0.45
BEL00109,2016-12-12,8.13,0.101,3.797,0.49,10.18,0.722
BEL00109,2017-01-30,8.07,0.076,3.397,0.4,10.94,1.499
BEL00109,2017-02-27,8.0,0.085,5.296,0.24,10.53,0.349
BEL00109,2017-03-27,8.2,0.082,4.196,0.23,11.05,0.311
BEL00109,2017-04-24,8.5,0.095,2.998,0.22,16.63,0.179
BEL00109,2017-05-29,8.31,0.302,2.898,0.45,10.48,0.357
BEL00109,2017-06-26,8.32,0.095,1.598,0.7,8.82,0.132
BEL00109,2017-07-24,8.09,0.22,2.397,0.34,9.68,0.45
BEL00109,2017-08-28,8.36,0.021,2.397,0.25,11.47,0.047
BEL00109,2017-09-25,8.34,0.04,3.397,0.26,11.71,0.054
BEL00109,2017-10-30,8.1,0.14,3.698,0.45,8.93,0.272
BEL00109,2017-11-27,8.11,0.055,2.499,0.28,10.83,0.28
BEL00109,2017-12-05,8.01,0.088,3.298,0.38,10.75,0.66
BEL00109,2018-01-22,7.76,0.10060974,5.19639668,0.32,10.72,0.3028311
BEL00109,2018-02-26,8.13,0.03658536,4.39729832,0.26,13.25,0.5513079
BEL00109,2018-03-26,8.26,0.06707316,3.89616884,0.2,12.51,0.2484768
BEL00109,2018-04-23,8.27,0.14024388,2.6975213,0.25,11.44,0.2096523
BEL00109,2018-05-24,8.5,0.17073168,2.29797212,0.29,11.32,0.0465894
BEL00109,2018-06-26,8.48,0.05487804,2.7991016,0.32,11.61,0.0465894
BEL00109,2018-07-26,8.13,0.06707316,0.97968556,0.54,6.66,0.232947
BEL00109,2018-08-27,8.18,0.17073168,2.0993262,0.59,8.25,0.2640066
BEL00109,2018-09-26,8.12,0.08536584,1.9977459,0.54,10.27,0.232947
BEL00109,2018-10-24,8.18,0.06402438,3.3972967,0.37,9.78,0.2096523
BEL00109,2018-11-12,8.06,0.16158534,3.99774914,0.56,8.48,0.3804801
BEL00109,2018-12-05,7.99,0.05487804,1.79909998,0.43,10.21,0.2640066
BEL00109,2019-01-30,7.96,0.11890242,6.69527044,0.29,11.32,0.3494205
BEL00109,2019-02-26,8.13,0.0762195,3.59819996,0.25,11.53,0.310596
BEL00109,2019-03-25,8.07,0.11890242,4.49662128,0.15,10.36,0.310596
BEL00109,2019-04-10,8.22,0.10975608,2.99774752,0.28,11.4,0.2018874
BEL00109,2019-05-23,8.35,0.11890242,2.29797212,0.35,10.98,0.1009437
BEL00109,2019-06-12,7.47,0.20121948,2.39729508,0.66,5.36,0.6600165
BEL00109,2019-07-30,7.7,0.24999996,1.89842294,0.56,6.37,0.3804801
BEL00109,2019-08-28,8.37,0.03353658,2.0993262,0.45,11.4,0.1863576
BEL00109,2019-09-12,8.17,0.05792682,3.19865078,0.55,8.49,0.1630629
BEL00109,2019-10-28,8.01,0.24085362,5.09707372,0.52,8.65,0.388245
BEL00109,2019-11-25,8.17,0.07012194,3.49661966,0.33,10.46,0.2640066
BEL00109,2019-12-09,7.98,0.14024388,3.49661966,0.33,9.53,0.5590728
BEL00109,2020-01-29,7.95,0.09756096,4.49662128,0.35,10.51,0.5280132
BEL00109,2020-04-14,8.44,0.0609756,2.7991016,0.24,16.07,0.1009437
BEL00109,2020-05-18,8.45,0.06402438,3.79684588,0.31,9.22,0.2640066
BEL00109,2020-06-16,8.1,0.18902436,1.89842294,0.53,7.92,0.1320033
BEL00109,2020-07-14,8.23,0.03963414,1.59819672,0.51,9.3,0.1009437
BEL00109,2020-08-12,8.12,0.16158534,0.86004654,0.83,8.11,0.1630629
BEL00109,2020-09-24,8.16,0.07317072,2.29797212,0.37,6.89,0.3183609
BEL00109,2020-10-07,8.27,0.09451218,2.89842456,0.38,9.71,0.1785927
BEL00109,2020-11-18,8.05,0.14024388,3.69752292,0.51,9.3,0.2873013
BEL00109,2020-12-09,8.25,0.04268292,3.3972967,0.39,13.18,0.2174172
BEL00109,2021-01-25,7.81,0.2591463,4.85553834,0.294,10.74,0.7687251
BEL00109,2021-02-22,7.98,0.1067073,5.29571964,0.25,10.77,0.3261258
BEL00109,2021-03-22,8.13,0.04878048,4.32732078,0.219,13.09,0.1164735
BEL00109,2021-04-26,8.28,0.06402438,2.65914652,0.25,14.58,0.1164735
BEL00109,2021-05-25,8.04,0.1067073,2.32731754,0.329,8.09,0.2640066
BEL00109,2021-06-23,7.54,0.35975604,1.61851278,0.541,4.46,0.465894
BEL00109,2021-08-25,8.02,0.0914634,2.32731754,0.463,8.43,0.1087086
BEL00109,2021-09-22,8.41,0.03353658,1.89842294,0.266,14.34,0.0543543
BEL00109,2021-10-27,8.11,0.0762195,2.7991016,0.31,10.33,0.2950662
BEL00109,2021-11-24,8.16,0.06402438,2.76749884,0.353,11.59,0.3494205
BEL00109,2021-12-14,7.99,0.08536584,4.81716356,0.292,10.51,0.2717715
BEL00110,2013-03-06,7.48,0.061,3.397,0.25,10.88,1.39
BEL00110,2013-04-10,7.98,0.043,2.898,0.2,13.41,0.443
BEL00110,2013-05-07,8.25,0.07,1.998,0.27,11.44,0.186
BEL00110,2013-06-05,7.71,0.107,2.359,0.4,12.58,0.272
BEL00110,2013-07-03,7.49,0.18,2.998,0.39,6.86,0.769
BEL00110,2013-08-07,7.52,0.223,1.84,0.44,6.17,0.854
BEL00110,2013-09-04,8.0,0.128,2.059,0.38,8.57,0.287
BEL00110,2013-10-09,7.65,0.091,2.208,0.4,7.68,0.497
BEL00110,2013-11-20,7.82,0.091,3.199,0.5,10.55,0.683
BEL00110,2013-12-11,7.8,0.067,2.499,0.29,10.9,0.722
BEL00110,2014-01-22,7.77,0.061,3.497,0.38,10.81,0.481
BEL00110,2014-02-26,7.79,0.055,3.097,0.33,11.14,0.497
BEL00110,2014-03-26,7.67,0.085,2.799,0.3,10.36,0.621
BEL00110,2014-04-09,7.99,0.079,2.397,0.32,9.84,0.303
BEL00110,2014-05-07,7.82,0.14,2.228,0.51,9.05,0.699
BEL00110,2014-06-04,7.77,0.091,1.679,0.45,7.76,0.163
BEL00110,2014-07-16,7.4,0.14,1.889,0.5,5.5,0.699
BEL00110,2014-08-13,7.72,0.119,1.219,0.55,6.58,0.753
BEL00110,2014-09-10,7.0,0.098,2.397,0.37,8.89,0.163
BEL00110,2014-10-08,7.6,0.137,2.138,0.5,7.34,0.567
BEL00110,2014-11-05,7.81,0.043,2.248,0.87,9.84,0.52
BEL00110,2014-12-10,8.01,0.046,2.278,0.32,11.21,0.544
BEL00110,2015-01-21,7.53,0.049,3.397,0.37,11.38,0.474
BEL00110,2015-02-18,7.89,0.058,3.298,0.27,11.84,0.443
BEL00110,2015-03-11,7.69,0.055,3.797,0.32,10.95,0.404
BEL00110,2015-04-01,7.49,0.061,3.497,0.34,10.97,0.613
BEL00110,2015-05-06,7.96,0.122,1.939,0.33,8.8,0.862
BEL00110,2015-06-03,7.82,0.101,1.458,0.44,7.54,0.621
BEL00110,2015-07-08,7.82,0.034,0.4,0.54,4.66,0.272
BEL00110,2015-08-12,8.15,0.067,0.91,0.46,8.8,0.404
BEL00110,2015-09-09,7.7,0.152,1.889,0.56,6.05,0.551
BEL00110,2015-10-14,8.09,0.11,1.889,0.46,8.36,0.59
BEL00110,2015-11-05,7.11,0.073,2.467,0.39,7.45,0.365
BEL00110,2015-12-09,7.9,0.079,4.117,0.3,10.53,0.419
BEL00110,2016-01-20,7.36,0.055,5.246,0.35,12.58,0.295
BEL00110,2016-02-17,7.91,0.058,4.646,0.27,13.08,0.357
BEL00110,2016-03-16,7.94,0.064,4.056,0.28,12.55,0.466
BEL00110,2016-04-06,7.99,0.067,2.718,0.45,10.14,0.28
BEL00110,2016-05-11,8.16,0.058,1.05,0.36,11.57,0.241
BEL00110,2016-06-15,7.82,0.177,3.158,0.53,7.85,0.738
BEL00110,2016-07-14,7.92,0.095,2.208,0.47,7.32,0.458
BEL00110,2016-08-10,6.72,0.14,2.068,0.45,7.73,0.396
BEL00110,2016-09-07,7.83,0.104,1.519,0.4,6.6,0.458
BEL00110,2016-10-19,8.25,0.058,2.199,0.45,8.77,0.217
BEL00110,2016-11-23,7.33,0.058,4.797,0.65,9.76,1.002
BEL00110,2016-12-14,7.8,0.055,2.998,0.46,10.53,0.722
BEL00110,2017-03-15,7.84,0.058,4.497,0.27,11.42,0.272
BEL00110,2017-04-05,7.81,0.073,2.499,0.34,9.86,0.28
BEL00110,2017-05-04,8.11,0.052,1.199,0.33,8.7,0.481
BEL00110,2017-06-08,7.95,0.149,0.828,0.7,5.4,0.738
BEL00110,2017-07-05,8.25,0.149,1.199,0.46,12.05,0.264
BEL00110,2017-08-09,8.09,0.061,0.659,0.67,5.64,0.349
BEL00110,2017-10-11,7.53,0.119,1.998,0.406,4.09,0.908
BEL00110,2017-11-08,7.67,0.101,2.199,0.384,6.72,0.722
BEL00110,2017-12-13,7.6,0.061,4.698,0.472,11.64,0.66
BEL00110,2018-01-17,7.67,0.0762195,3.99774914,0.388,11.24,0.698841
BEL00110,2018-02-21,7.77,0.05487804,3.89616884,0.252,12.31,0.4969536
BEL00110,2018-03-21,7.55,0.05792682,4.0970721,0.26,11.93,0.4581291
BEL00110,2018-04-11,7.79,0.08536584,3.29797374,0.265,10.15,0.4115397
BEL00110,2018-05-16,7.73,0.14939022,2.19864916,0.329,6.38,0.6367218
BEL00110,2018-06-06,7.57,0.21951216,1.19864754,0.51,3.89,1.1026158
BEL00110,2018-07-04,8.41,0.06707316,0.54853362,0.423,4.89,0.310596
BEL00110,2018-09-05,7.62,0.14024388,0.75846624,0.409,5.42,0.5590728
BEL00110,2018-10-17,7.87,0.09451218,1.49887376,0.348,5.29,0.3338907
BEL00110,2018-11-14,7.57,0.10975608,1.9977459,0.401,7.5,1.1026158
BEL00110,2018-12-12,7.7,0.08841462,2.39729508,0.407,7.94,0.854139
BEL00110,2019-01-16,7.42,0.09451218,3.09707048,0.444,9.94,0.8696688
BEL00110,2019-02-13,7.29,0.07012194,7.69527206,0.368,11.92,0.3494205
BEL00110,2019-03-13,7.52,0.07926828,5.79684912,0.324,11.08,0.3727152
BEL00110,2019-04-03,7.77,0.07926828,3.99774914,0.372,9.97,0.3494205
BEL00110,2019-05-08,7.52,0.10975608,1.7494385,0.323,7.76,0.8308443
BEL00110,2019-06-05,7.63,0.11585364,0.65914328,0.64,3.51,0.7376655
BEL00110,2019-07-03,7.78,0.1219512,1.66817426,0.521,6.64,0.2562417
BEL00110,2019-08-07,7.48,0.14634144,0.67042998,0.63,4.05,0.6289569
BEL00110,2019-09-04,7.69,0.08231706,0.93905344,0.456,4.41,1.0327317
BEL00110,2019-10-16,7.53,0.17682924,2.49887538,0.516,5.38,0.7376655
BEL00110,2019-11-20,7.13,0.08536584,2.7878149,0.6,8.42,1.1181456
BEL00110,2019-12-11,7.75,0.08536584,3.32731916,0.461,10.35,0.8308443
BEL00110,2020-01-22,7.87,0.0762195,4.63657636,0.382,11.46,0.5823675
BEL00110,2020-02-19,7.95,0.09451218,5.69526882,0.415,11.42,0.7609602
BEL00110,2020-03-18,7.83,0.10060974,5.19639668,0.264,11.01,0.3028311
BEL00110,2020-04-08,8.46,0.08841462,2.92776998,0.255,14.88,0.1009437
BEL00110,2020-05-13,8.47,0.07926828,1.31828656,0.358,13.63,0.1009437
BEL00110,2020-06-10,7.76,0.09756096,0.6094818,0.69,4.2,0.9084933
BEL00110,2020-07-15,8.08,0.09756096,0.93905344,0.537,9.71,0.155298
BEL00110,2020-08-12,8.16,0.07317072,0.39954918,0.465,7.49,0.2018874
BEL00110,2020-09-09,7.65,0.14939022,0.74943688,0.74,3.16,1.4830959
BEL00110,2020-10-21,7.55,0.08231706,1.49887376,0.263,5.26,0.3727152
BEL00110,2020-11-18,7.79,0.08841462,2.06772344,0.422,9.3,0.6910761
BEL00110,2020-12-09,7.89,0.06707316,3.047409,0.306,7.83,0.1009437
BEL00110,2021-01-20,7.77,0.06707316,6.39504422,0.66,11.59,0.3804801
BEL00110,2021-02-17,7.84,0.10975608,5.09707372,0.357,12.03,1.0793211
BEL00110,2021-03-17,7.88,0.09451218,3.50790636,0.377,11.43,0.5668377
BEL00110,2021-04-21,8.77,0.06707316,1.8397321,0.36,17.17,0.1009437
BEL00110,2021-05-19,7.81,0.09756096,1.50790312,0.342,7.76,0.6367218
BEL00110,2021-06-16,7.96,0.16158534,0.93905344,0.425,10.49,0.3028311
BEL00110,2021-07-14,7.64,0.152439,2.708808,0.33,7.21,0.4503642
BEL00110,2021-08-18,7.73,0.12499998,2.23928128,0.382,5.23,0.4503642
BEL00110,2021-09-22,7.94,0.10975608,1.69977702,0.358,8.39,0.1397682
BEL00110,2021-10-20,7.79,0.10365852,2.92776998,0.31,9.82,0.4115397
BEL00110,2021-11-24,7.79,0.07012194,2.4379272,0.291,8.58,0.4348344
BEL00110,2021-12-15,7.83,0.07317072,4.42664374,0.355,10.98,0.310596
BEL00111,2013-02-06,8.05,0.052,4.298,0.56,11.66,0.637
BEL00111,2013-03-06,7.99,0.067,3.298,0.24,9.95,1.483
BEL00111,2013-04-10,8.02,0.064,2.598,0.33,10.16,0.839
BEL00111,2013-05-07,8.1,0.122,2.108,0.33,12.33,0.489
BEL00111,2013-06-05,7.84,0.159,2.438,0.35,8.52,0.808
BEL00111,2013-07-03,7.71,0.171,1.878,0.42,6.22,1.623
BEL00111,2013-08-07,7.83,0.213,1.318,0.56,5.67,1.235
BEL00111,2013-09-04,8.18,0.183,1.788,0.5,12.25,1.087
BEL00111,2013-10-24,7.71,0.11,2.257,0.7,6.64,0.877
BEL00111,2013-11-21,7.2,0.076,2.799,0.8,11.42,0.699
BEL00111,2013-12-11,8.16,0.064,2.219,0.39,10.8,0.978
BEL00111,2014-01-22,7.94,0.058,4.196,0.34,12.0,0.458
BEL00111,2014-02-26,8.05,0.064,3.497,0.24,11.32,0.637
BEL00111,2014-03-26,7.86,0.07,2.698,0.26,9.5,1.235
